,level_0,index,Rating,Archive Warnings,Category,Fandom,Characters,Relationships,Additional Tags,Language,Date Published,Date Updated,Word Count,Chapter Count,Comment Count,Kudos Count,Bookmarks Count,Hits Count
1356,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Alternate Universe - Amnesia: The Bunker Fusion,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1357,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Monsters,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1358,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Transformation,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1359,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Body Horror,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1360,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Altered Mental States,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1361,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Dead Dove: Do Not Eat,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1362,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Not Beta Read,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1363,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Angst and Porn,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1364,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Submission,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1365,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Animal Instincts,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1366,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Blood and Violence,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1367,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Sub Sean Finnerty (Candela Obscura),English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1368,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Anal Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1369,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Oral Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1370,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Consensual But Not Safe Or Sane,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1371,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Rough Sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1372,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Feral Behavior,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1373,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Praise Kink,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1374,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,even as a monster sean has a praise kink,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1375,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,bunker au trapperty monster sex,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1376,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,bc who doesn't want that,English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1377,112,19,Explicit,Graphic Depictions Of Violence,M/M,Candela Obscura (Critical Role Web Series),"['Nathaniel Trapp', 'Sean Finnerty (Candela Obscura)']",Sean Finnerty/Nathaniel Trapp,Circle of Needle and Thread (Candela Obscura),English,Unknown,24 Jan 2024,3360,1/1,2,21,0,341
1378,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",POV Sean Finnerty,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1379,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Infidelity,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1380,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Cheating,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1381,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Voyeurism,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1382,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Married Marion Collodi/Sean Finnerty,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1383,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Sub Sean Finnerty (Candela Obscura),English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1384,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Alternate Universe - Canon Divergence,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1385,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Cuckolding,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1386,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Unhappy Ending,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1387,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Angst and Porn,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1388,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Masturbation,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1389,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Shame,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1390,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Consensual But Not Safe Or Sane,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1391,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Sloppy Seconds,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1392,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Dead Dove: Do Not Eat,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1393,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Dark Nathaniel Trapp,English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1394,113,20,Explicit,No Archive Warnings Apply,M/M,Candela Obscura (Critical Role Web Series),"['Sean Finnerty (Candela Obscura)', 'Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi/Sean Finnerty/Nathaniel Trapp', 'Marion Collodi/Nathaniel Trapp', 'Marion Collodi/Sean Finnerty']",Circle of Needle and Thread (Candela Obscura),English,Unknown,23 Jan 2024,2007,1/1,8,15,0,287
1395,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Alternate Universe,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1396,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Bad Ending,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1397,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Exorcisms,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1398,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Guilt,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1399,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Shame,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1400,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Emotional Manipulation,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1401,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Suicidal Thoughts,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1402,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Mind the Tags,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1403,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Additional Warnings In Author's Note,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1404,114,21,Mature,Graphic Depictions Of Violence,Multi,Candela Obscura (Critical Role Web Series),"['Jinnah ""Jean"" Basar', 'Marion Collodi', 'The Mother (Candela Obscura)', 'Sean Finnerty (Candela Obscura)']","Jinnah ""Jean"" Basar/Marion Collodi/Sean Finnerty",Not Beta Read,English,Unknown,21 Jan 2024,1449,1/1,2,19,0,128
1405,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Circle of Tide and Bone (Candela Obscura),English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1406,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Angst,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1407,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Angst with a Bittersweet Ending,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1408,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,look Elsie's having a rough time,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1409,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,and Raj is there being Raj,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1410,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,aka deeply in love with her,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1411,115,22,Not Rated,Creator Chose Not To Use Archive Warnings,No category,Candela Obscura (Critical Role Web Series),"['Elsie Roberts (Candela Obscura)', 'Rajan Savarimuthu']",Elsie Roberts/Rajan Savarimuthu,Body Horror,English,Unknown,21 Jan 2024,2719,1/1,2,35,3,207
1412,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",POV Nathaniel Trapp,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1413,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Pre-Slash,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1414,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Alternate Universe - Amnesia: The Bunker Fusion,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1415,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Alternate Universe - World War I,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1416,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Military Ranks,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1417,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Survival Horror,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1418,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Not Beta Read,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1419,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Dead Dove: Do Not Eat,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1420,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",this fic itself isn't too bad but this au Goes Places,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1421,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",especially if you know the plot of atb there are Implications,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1422,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",this is a marion/sean/nathaniel au with a focus on nathaniel/marion,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1423,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",but this fic basically has none of that,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1424,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Monsters,English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1425,116,23,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Marion Collodi', 'Nathaniel Trapp']","['Marion Collodi & Nathaniel Trapp', 'No Romantic Relationship(s)']",Circle of Needle and Thread (Candela Obscura),English,2024-01-21,2024-01-21,2966,1/1,6,14,0,168
1426,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Team as Family,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1427,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Team Dynamics,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1428,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Affectionate Insults,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1429,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Veterans,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1430,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Pre-Canon,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1431,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Implied/Referenced Alcohol Abuse/Alcoholism,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1432,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Slice of Life,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1433,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Dialogue Heavy,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1434,117,1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Malcolm Trills', 'Leo Amicus', 'Grimoria (Candela Obscura)', 'Edgar Lycoris']",Leo Amicus & Malcolm Trills,Why Did I Write This?,English,2024-03-07 00:00:00,2024-03-07 00:00:00,2506,1/1,8,61,4,371
1435,118,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,Pre-Canon,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
1436,118,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,someone give this girl a hug,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
1437,118,2,General Audiences,No Archive Warnings Apply,Gen,Candela Obscura (Critical Role Web Series),"['Grimoria', 'Malcolm Trills', 'Decklan Murphy (Mentioned)', 'Leo Amicus (Mentioned)', 'Edgar Lycoris (Mentioned)']",Grimoria & Malcolm Trills,The plot of this circle I described as three men and a baby,English,2024-03-02 00:00:00,2024-03-02 00:00:00,1067,1/1,3,36,1,290
